1739811899.449825 server started (13567): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1739811899.449897 on Darwin 24.2.0 Darwin Kernel Version 24.2.0: Fri Dec  6 18:51:28 PST 2024; root:xnu-11215.61.5~2/RELEASE_ARM64_T8112
1739811899.449906 using libevent 2.1.12-stable select
1739811899.449917 using utf8proc 2.10.0
1739811899.449924 using ncurses 6.5 20240427
1739811899.886304 peer 0x148048000 message 105
1739811899.886307 client 0x14300f000 IDENTIFY_ENVIRON ORIGINAL_XDG_CURRENT_DESKTOP=undefined
1739811899.886309 peer 0x148048000 message 105
1739811899.886311 client 0x14300f000 IDENTIFY_ENVIRON LC_ALL=en_US.UTF-8
1739811899.886313 peer 0x148048000 message 105
1739811899.886315 client 0x14300f000 IDENTIFY_ENVIRON TABBY_CONFIG_DIRECTORY=/Users/richie/Library/Application Support/tabby
1739811899.886317 peer 0x148048000 message 105
1739811899.886319 client 0x14300f000 IDENTIFY_ENVIRON ZSH=/Users/richie/.oh-my-zsh
1739811899.886321 peer 0x148048000 message 105
1739811899.886323 client 0x14300f000 IDENTIFY_ENVIRON NVM_DIR=/Users/richie/.nvm
1739811899.886325 peer 0x148048000 message 105
1739811899.886327 client 0x14300f000 IDENTIFY_ENVIRON USER=richie
1739811899.886329 peer 0x148048000 message 105
1739811899.886331 client 0x14300f000 IDENTIFY_ENVIRON ZSH_TMUX_TERM=screen-256color
1739811899.886333 peer 0x148048000 message 105
1739811899.886336 client 0x14300f000 IDENTIFY_ENVIRON LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1739811899.886338 peer 0x148048000 message 105
1739811899.886340 client 0x14300f000 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1739811899.886342 peer 0x148048000 message 105
1739811899.886344 client 0x14300f000 IDENTIFY_ENVIRON CONDA_EXE=/Users/richie/miniforge3/bin/conda
1739811899.886346 peer 0x148048000 message 105
1739811899.886349 client 0x14300f000 IDENTIFY_ENVIRON _ZSH_TMUX_FIXED_CONFIG=/Users/richie/.oh-my-zsh/plugins/tmux/tmux.extra.conf
1739811899.886351 peer 0x148048000 message 105
1739811899.886353 client 0x14300f000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.VC5qFA7tLb/Listeners
1739811899.886355 peer 0x148048000 message 105
1739811899.886357 client 0x14300f000 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1739811899.886359 peer 0x148048000 message 105
1739811899.886361 client 0x14300f000 IDENTIFY_ENVIRON PAGER=less
1739811899.886363 peer 0x148048000 message 105
1739811899.886366 client 0x14300f000 IDENTIFY_ENVIRON ZSH_TMUX_CONFIG=/Users/richie/.tmux.conf
1739811899.886367 peer 0x148048000 message 105
1739811899.886370 client 0x14300f000 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,13567,-1
1739811899.886372 peer 0x148048000 message 105
1739811899.886374 client 0x14300f000 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1739811899.886376 peer 0x148048000 message 105
1739811899.886378 client 0x14300f000 IDENTIFY_ENVIRON _CE_CONDA=
1739811899.886380 peer 0x148048000 message 105
1739811899.886386 client 0x14300f000 IDENTIFY_ENVIRON PATH=/Users/richie/miniforge3/condabin:/Users/richie/.nvm/versions/node/v22.8.0/bin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Users/richie/Library/Android/Sdk:/Users/richie/Library/Android/Sdk/platform-tools:/Users/richie/Library/Android/Sdk/build-tools/34.0.0:/Users/richie/Library/Android/Sdk/emulator:/Users/richie/Library/Android/Sdk/cmdline-tools/latest/bin/:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/richie/Development/flutter/bin:/opt/homebrew/opt/openjdk/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/sbin:/opt/homebrew/bin:/usr/local/bin:/Users/richie/.local/share/nvim/mason/packages/phpactor:/Users/richie/miniforge3/bin
1739811899.886391 peer 0x148048000 message 105
1739811899.886393 client 0x14300f000 IDENTIFY_ENVIRON LC_MESSAGES=en_US.UTF-8
1739811899.886395 peer 0x148048000 message 105
1739811899.886397 client 0x14300f000 IDENTIFY_ENVIRON LC_COLLATE=en_US.UTF-8
1739811899.886399 peer 0x148048000 message 105
1739811899.886401 client 0x14300f000 IDENTIFY_ENVIRON __CFBundleIdentifier=org.tabby
1739811899.886403 peer 0x148048000 message 105
1739811899.886406 client 0x14300f000 IDENTIFY_ENVIRON PWD=/Users/richie/Documents/Programming/Config/dotfiles
1739811899.886408 peer 0x148048000 message 105
1739811899.886410 client 0x14300f000 IDENTIFY_ENVIRON ZSH_TMUX_AUTONAME_SESSION=true
1739811899.886412 peer 0x148048000 message 105
1739811899.886414 client 0x14300f000 IDENTIFY_ENVIRON EDITOR=nvim
1739811899.886416 peer 0x148048000 message 105
1739811899.886418 client 0x14300f000 IDENTIFY_ENVIRON TOP_PID=13598
1739811899.886420 peer 0x148048000 message 105
1739811899.886422 client 0x14300f000 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1739811899.886424 peer 0x148048000 message 105
1739811899.886426 client 0x14300f000 IDENTIFY_ENVIRON MASON_PACKAGES_PATH=/Users/richie/.local/share/nvim/mason/packages
1739811899.886428 peer 0x148048000 message 105
1739811899.886431 client 0x14300f000 IDENTIFY_ENVIRON NODE_PATH=undefined:/Applications/Tabby.app/Contents/Resources/builtin-plugins:/Applications/Tabby.app/Contents/Resources/app.asar/node_modules:/Users/richie/Library/Application Support/tabby/plugins/node_modules
1739811899.886433 peer 0x148048000 message 105
1739811899.886435 client 0x14300f000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1739811899.886437 peer 0x148048000 message 105
1739811899.886439 client 0x14300f000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1739811899.886441 peer 0x148048000 message 105
1739811899.886443 client 0x14300f000 IDENTIFY_ENVIRON _CE_M=
1739811899.886445 peer 0x148048000 message 105
1739811899.886447 client 0x14300f000 IDENTIFY_ENVIRON HOME=/Users/richie
1739811899.886449 peer 0x148048000 message 105
1739811899.886451 client 0x14300f000 IDENTIFY_ENVIRON SHLVL=5
1739811899.886453 peer 0x148048000 message 105
1739811899.886455 client 0x14300f000 IDENTIFY_ENVIRON CONDA_PYTHON_EXE=/Users/richie/miniforge3/bin/python
1739811899.886457 peer 0x148048000 message 105
1739811899.886459 client 0x14300f000 IDENTIFY_ENVIRON LESS=-R
1739811899.886461 peer 0x148048000 message 105
1739811899.886463 client 0x14300f000 IDENTIFY_ENVIRON LOGNAME=richie
1739811899.886465 peer 0x148048000 message 105
1739811899.886467 client 0x14300f000 IDENTIFY_ENVIRON NVM_BIN=/Users/richie/.nvm/versions/node/v22.8.0/bin
1739811899.886469 peer 0x148048000 message 105
1739811899.886474 client 0x14300f000 IDENTIFY_ENVIRON TABBY_PLUGINS=
1739811899.886476 peer 0x148048000 message 105
1739811899.886478 client 0x14300f000 IDENTIFY_ENVIRON COLORTERM=truecolor
1739811899.886480 peer 0x148048000 message 105
1739811899.886482 client 0x14300f000 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1739811899.886484 peer 0x148048000 message 106
1739811899.886486 client 0x14300f000 name is client-13798
1739811899.886489 peer 0x148048000 message 200
1739811899.886491 cmd_unpack_argv: argv[0]=bind-key
1739811899.886496 cmd_unpack_argv: argv[1]=-n
1739811899.886498 cmd_unpack_argv: argv[2]=C-k
1739811899.886500 cmd_unpack_argv: argv[3]=if-shell
1739811899.886502 cmd_unpack_argv: argv[4]=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.886504 cmd_unpack_argv: argv[5]=send-keys C-k
1739811899.886506 cmd_unpack_argv: argv[6]=select-pane -U
1739811899.886508 cmd_parse_build_commands 0:0: bind-key
1739811899.886510 cmd_parse_build_commands 0:1: -n
1739811899.886512 cmd_parse_build_commands 0:2: C-k
1739811899.886514 cmd_parse_build_commands 0:3: if-shell
1739811899.886516 cmd_parse_build_commands 0:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.886518 cmd_parse_build_commands 0:5: send-keys C-k
1739811899.886520 cmd_parse_build_commands 0:6: select-pane -U
1739811899.886523 args_parse_flags: next -n
1739811899.886525 args_parse_flags: -n
1739811899.886527 args_parse_flags: next C-k
1739811899.886529 args_parse: flags end at 2 of 7
1739811899.886530 args_parse: 2 = C-k (type STRING)
1739811899.886532 args_parse: 3 = if-shell (type STRING)
1739811899.886535 args_parse: 4 = ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1739811899.886537 args_parse: 5 = send-keys C-k (type STRING)
1739811899.886539 args_parse: 6 = select-pane -U (type STRING)
1739811899.886547 cmd_parse_build_commands: bind-key -n C-k if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-k" "select-pane -U"
1739811899.886551 cmdq_get_command: [bind-key/0x142e1e700] group 3220
1739811899.886553 cmdq_append <client-13798>: [bind-key/0x142e1e700]
1739811899.886555 cmdq_append <client-13798>: [server_client_command_done/0x142e1e7f0]
1739811899.886557 cmdq_next <global>: waiting
1739811899.886559 cmdq_next </dev/ttys003>: waiting
1739811899.886561 cmdq_next <client-13798>: enter
1739811899.886563 cmdq_next <client-13798>: [bind-key/0x142e1e700] (0), flags 0
1739811899.886565 cmd_find_best_session: 0 sessions to try
1739811899.886567 cmd_find_current_client: no target, return 0x0
1739811899.886569 cmd_find_best_session: 0 sessions to try
1739811899.886571 cmd_find_best_session: 0 sessions to try
1739811899.886573 cmd_parse_build_commands 0:0: if-shell
1739811899.886575 cmd_parse_build_commands 0:1: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.886577 cmd_parse_build_commands 0:2: send-keys C-k
1739811899.886579 cmd_parse_build_commands 0:3: select-pane -U
1739811899.886582 args_parse_flags: next ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.886584 args_parse: flags end at 1 of 4
1739811899.886586 args_parse: 1 = ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1739811899.886588 args_parse: 2 = send-keys C-k (type STRING)
1739811899.886590 args_parse: 3 = select-pane -U (type STRING)
1739811899.886596 cmd_parse_build_commands: if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-k" "select-pane -U"
1739811899.886603 key_bindings_add: 0x20000000006b C-k = if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-k" "select-pane -U"
1739811899.886604 cmd_find_best_session: 0 sessions to try
1739811899.886606 unref client 0x14300f000 (3 references)
1739811899.886609 cmdq_next <client-13798>: [server_client_command_done/0x142e1e7f0] (1), flags 0
1739811899.886611 unref client 0x14300f000 (2 references)
1739811899.886613 cmdq_next <client-13798>: exit (empty)
1739811899.886615 cmdq_next <global>: waiting
1739811899.886617 cmdq_next </dev/ttys003>: waiting
1739811899.886619 cmdq_next <client-13798>: empty
1739811899.886625 sending message 203 to peer 0x148048000 (4 bytes)
1739811899.886630 cmdq_next <global>: waiting
1739811899.886633 cmdq_next </dev/ttys003>: waiting
1739811899.886635 cmdq_next <client-13798>: empty
1739811899.886740 lost client 0x14300f000
1739811899.886754 remove peer 0x148048000
1739811899.886759 unref client 0x14300f000 (1 references)
1739811899.886761 free client 0x14300f000 (0 references)
1739811899.886763 cmdq_next <global>: waiting
1739811899.886765 cmdq_next </dev/ttys003>: waiting
1739811899.889114 add peer 0x138020000: 10 (0x14380a800)
1739811899.889120 new client 0x14380a800
1739811899.889124 cmdq_next <global>: waiting
1739811899.889126 cmdq_next </dev/ttys003>: waiting
1739811899.889187 peer 0x138020000 message 111
1739811899.889191 client 0x14380a800 IDENTIFY_LONGFLAGS 0x10000
1739811899.889194 peer 0x138020000 message 111
1739811899.889197 client 0x14380a800 IDENTIFY_LONGFLAGS 0x10000
1739811899.889200 peer 0x138020000 message 101
1739811899.889202 client 0x14380a800 IDENTIFY_TERM xterm-256color
1739811899.889205 peer 0x138020000 message 109
1739811899.889207 client 0x14380a800 IDENTIFY_FEATURES 
1739811899.889210 peer 0x138020000 message 102
1739811899.889212 client 0x14380a800 IDENTIFY_TTYNAME 
1739811899.889215 peer 0x138020000 message 108
1739811899.889225 client 0x14380a800 IDENTIFY_CWD /Users/richie/Documents/Programming/Config/dotfiles
1739811899.889228 cmdq_next <global>: waiting
1739811899.889230 cmdq_next </dev/ttys003>: waiting
1739811899.889234 peer 0x138020000 message 104
1739811899.889236 client 0x14380a800 IDENTIFY_STDIN 11
1739811899.889238 cmdq_next <global>: waiting
1739811899.889239 cmdq_next </dev/ttys003>: waiting
1739811899.889243 peer 0x138020000 message 110
1739811899.889245 client 0x14380a800 IDENTIFY_STDOUT 12
1739811899.889247 peer 0x138020000 message 107
1739811899.889249 client 0x14380a800 IDENTIFY_CLIENTPID 13799
1739811899.889250 peer 0x138020000 message 105
1739811899.889253 client 0x14380a800 IDENTIFY_ENVIRON NVM_INC=/Users/richie/.nvm/versions/node/v22.8.0/include/node
1739811899.889255 peer 0x138020000 message 105
1739811899.889257 client 0x14380a800 IDENTIFY_ENVIRON LDFLAGS=-L/opt/homebrew/opt/postgresql@16/lib
1739811899.889259 peer 0x138020000 message 105
1739811899.889262 client 0x14380a800 IDENTIFY_ENVIRON LC_MONETARY=en_US.UTF-8
1739811899.889264 peer 0x138020000 message 105
1739811899.889266 client 0x14380a800 IDENTIFY_ENVIRON TERM_PROGRAM=Tabby
1739811899.889268 peer 0x138020000 message 105
1739811899.889270 client 0x14380a800 IDENTIFY_ENVIRON ANDROID_HOME=/Users/richie/Library/Android/Sdk
1739811899.889272 peer 0x138020000 message 105
1739811899.889274 client 0x14380a800 IDENTIFY_ENVIRON NVM_CD_FLAGS=-q
1739811899.889276 peer 0x138020000 message 105
1739811899.889278 client 0x14380a800 IDENTIFY_ENVIRON SHELL=/bin/sh
1739811899.889280 peer 0x138020000 message 105
1739811899.889283 client 0x14380a800 IDENTIFY_ENVIRON TERM=xterm-256color
1739811899.889285 peer 0x138020000 message 105
1739811899.889287 client 0x14380a800 IDENTIFY_ENVIRON CPPFLAGS=-I/opt/homebrew/opt/postgresql@16/include
1739811899.889289 peer 0x138020000 message 105
1739811899.889291 client 0x14380a800 IDENTIFY_ENVIRON TMPDIR=/var/folders/pd/qsy0fv9j0ts43m9j8cbg5r5r0000gn/T/
1739811899.889293 peer 0x138020000 message 105
1739811899.889295 client 0x14380a800 IDENTIFY_ENVIRON CONDA_SHLVL=0
1739811899.889297 peer 0x138020000 message 105
1739811899.889299 client 0x14380a800 IDENTIFY_ENVIRON LC_NUMERIC=en_US.UTF-8
1739811899.889301 peer 0x138020000 message 105
1739811899.889304 client 0x14380a800 IDENTIFY_ENVIRON MallocNanoZone=0
1739811899.889305 peer 0x138020000 message 105
1739811899.889308 client 0x14380a800 IDENTIFY_ENVIRON ORIGINAL_XDG_CURRENT_DESKTOP=undefined
1739811899.889310 peer 0x138020000 message 105
1739811899.889312 client 0x14380a800 IDENTIFY_ENVIRON LC_ALL=en_US.UTF-8
1739811899.889314 peer 0x138020000 message 105
1739811899.889316 client 0x14380a800 IDENTIFY_ENVIRON TABBY_CONFIG_DIRECTORY=/Users/richie/Library/Application Support/tabby
1739811899.889322 peer 0x138020000 message 105
1739811899.889325 client 0x14380a800 IDENTIFY_ENVIRON ZSH=/Users/richie/.oh-my-zsh
1739811899.889327 peer 0x138020000 message 105
1739811899.889329 client 0x14380a800 IDENTIFY_ENVIRON NVM_DIR=/Users/richie/.nvm
1739811899.889331 peer 0x138020000 message 105
1739811899.889333 client 0x14380a800 IDENTIFY_ENVIRON USER=richie
1739811899.889335 peer 0x138020000 message 105
1739811899.889337 client 0x14380a800 IDENTIFY_ENVIRON ZSH_TMUX_TERM=screen-256color
1739811899.889339 peer 0x138020000 message 105
1739811899.889342 client 0x14380a800 IDENTIFY_ENVIRON LS_COLORS=di=1;36:ln=35:so=32:pi=33:ex=31:bd=34;46:cd=34;43:su=30;41:sg=30;46:tw=30;42:ow=30;43
1739811899.889344 peer 0x138020000 message 105
1739811899.889346 client 0x14380a800 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1739811899.889348 peer 0x138020000 message 105
1739811899.889350 client 0x14380a800 IDENTIFY_ENVIRON CONDA_EXE=/Users/richie/miniforge3/bin/conda
1739811899.889352 peer 0x138020000 message 105
1739811899.889354 client 0x14380a800 IDENTIFY_ENVIRON _ZSH_TMUX_FIXED_CONFIG=/Users/richie/.oh-my-zsh/plugins/tmux/tmux.extra.conf
1739811899.889356 peer 0x138020000 message 105
1739811899.889359 client 0x14380a800 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.VC5qFA7tLb/Listeners
1739811899.889361 peer 0x138020000 message 105
1739811899.889363 client 0x14380a800 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1739811899.889365 peer 0x138020000 message 105
1739811899.889367 client 0x14380a800 IDENTIFY_ENVIRON PAGER=less
1739811899.889369 peer 0x138020000 message 105
1739811899.889371 client 0x14380a800 IDENTIFY_ENVIRON ZSH_TMUX_CONFIG=/Users/richie/.tmux.conf
1739811899.889373 peer 0x138020000 message 105
1739811899.889375 client 0x14380a800 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,13567,-1
1739811899.889377 peer 0x138020000 message 105
1739811899.889379 client 0x14380a800 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1739811899.889381 peer 0x138020000 message 105
1739811899.889383 client 0x14380a800 IDENTIFY_ENVIRON _CE_CONDA=
1739811899.889385 peer 0x138020000 message 105
1739811899.889392 client 0x14380a800 IDENTIFY_ENVIRON PATH=/Users/richie/miniforge3/condabin:/Users/richie/.nvm/versions/node/v22.8.0/bin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Library/Apple/usr/bin:/Users/richie/Library/Android/Sdk:/Users/richie/Library/Android/Sdk/platform-tools:/Users/richie/Library/Android/Sdk/build-tools/34.0.0:/Users/richie/Library/Android/Sdk/emulator:/Users/richie/Library/Android/Sdk/cmdline-tools/latest/bin/:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/richie/Development/flutter/bin:/opt/homebrew/opt/openjdk/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/sbin:/opt/homebrew/bin:/usr/local/bin:/Users/richie/.local/share/nvim/mason/packages/phpactor:/Users/richie/miniforge3/bin
1739811899.889394 peer 0x138020000 message 105
1739811899.889396 client 0x14380a800 IDENTIFY_ENVIRON LC_MESSAGES=en_US.UTF-8
1739811899.889398 peer 0x138020000 message 105
1739811899.889400 client 0x14380a800 IDENTIFY_ENVIRON LC_COLLATE=en_US.UTF-8
1739811899.889402 peer 0x138020000 message 105
1739811899.889404 client 0x14380a800 IDENTIFY_ENVIRON __CFBundleIdentifier=org.tabby
1739811899.889406 peer 0x138020000 message 105
1739811899.889408 client 0x14380a800 IDENTIFY_ENVIRON PWD=/Users/richie/Documents/Programming/Config/dotfiles
1739811899.889410 peer 0x138020000 message 105
1739811899.889412 client 0x14380a800 IDENTIFY_ENVIRON ZSH_TMUX_AUTONAME_SESSION=true
1739811899.889414 peer 0x138020000 message 105
1739811899.889416 client 0x14380a800 IDENTIFY_ENVIRON EDITOR=nvim
1739811899.889418 peer 0x138020000 message 105
1739811899.889420 client 0x14380a800 IDENTIFY_ENVIRON TOP_PID=13598
1739811899.889422 peer 0x138020000 message 105
1739811899.889427 client 0x14380a800 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1739811899.889429 peer 0x138020000 message 105
1739811899.889432 client 0x14380a800 IDENTIFY_ENVIRON MASON_PACKAGES_PATH=/Users/richie/.local/share/nvim/mason/packages
1739811899.889434 peer 0x138020000 message 105
1739811899.889437 client 0x14380a800 IDENTIFY_ENVIRON NODE_PATH=undefined:/Applications/Tabby.app/Contents/Resources/builtin-plugins:/Applications/Tabby.app/Contents/Resources/app.asar/node_modules:/Users/richie/Library/Application Support/tabby/plugins/node_modules
1739811899.889439 peer 0x138020000 message 105
1739811899.889441 client 0x14380a800 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1739811899.889443 peer 0x138020000 message 105
1739811899.889445 client 0x14380a800 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1739811899.889447 peer 0x138020000 message 105
1739811899.889449 client 0x14380a800 IDENTIFY_ENVIRON _CE_M=
1739811899.889451 peer 0x138020000 message 105
1739811899.889453 client 0x14380a800 IDENTIFY_ENVIRON HOME=/Users/richie
1739811899.889455 peer 0x138020000 message 105
1739811899.889457 client 0x14380a800 IDENTIFY_ENVIRON SHLVL=5
1739811899.889459 peer 0x138020000 message 105
1739811899.889461 client 0x14380a800 IDENTIFY_ENVIRON CONDA_PYTHON_EXE=/Users/richie/miniforge3/bin/python
1739811899.889463 peer 0x138020000 message 105
1739811899.889465 client 0x14380a800 IDENTIFY_ENVIRON LESS=-R
1739811899.889467 peer 0x138020000 message 105
1739811899.889469 client 0x14380a800 IDENTIFY_ENVIRON LOGNAME=richie
1739811899.889471 peer 0x138020000 message 105
1739811899.889473 client 0x14380a800 IDENTIFY_ENVIRON NVM_BIN=/Users/richie/.nvm/versions/node/v22.8.0/bin
1739811899.889475 peer 0x138020000 message 105
1739811899.889477 client 0x14380a800 IDENTIFY_ENVIRON TABBY_PLUGINS=
1739811899.889479 peer 0x138020000 message 105
1739811899.889481 client 0x14380a800 IDENTIFY_ENVIRON COLORTERM=truecolor
1739811899.889483 peer 0x138020000 message 105
1739811899.889485 client 0x14380a800 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1739811899.889487 peer 0x138020000 message 106
1739811899.889489 client 0x14380a800 name is client-13799
1739811899.889492 peer 0x138020000 message 200
1739811899.889495 cmd_unpack_argv: argv[0]=bind-key
1739811899.889496 cmd_unpack_argv: argv[1]=-n
1739811899.889498 cmd_unpack_argv: argv[2]=C-l
1739811899.889500 cmd_unpack_argv: argv[3]=if-shell
1739811899.889503 cmd_unpack_argv: argv[4]=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.889505 cmd_unpack_argv: argv[5]=send-keys C-l
1739811899.889506 cmd_unpack_argv: argv[6]=select-pane -R
1739811899.889509 cmd_parse_build_commands 0:0: bind-key
1739811899.889511 cmd_parse_build_commands 0:1: -n
1739811899.889513 cmd_parse_build_commands 0:2: C-l
1739811899.889515 cmd_parse_build_commands 0:3: if-shell
1739811899.889517 cmd_parse_build_commands 0:4: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.889519 cmd_parse_build_commands 0:5: send-keys C-l
1739811899.889521 cmd_parse_build_commands 0:6: select-pane -R
1739811899.889524 args_parse_flags: next -n
1739811899.889526 args_parse_flags: -n
1739811899.889528 args_parse_flags: next C-l
1739811899.889529 args_parse: flags end at 2 of 7
1739811899.889531 args_parse: 2 = C-l (type STRING)
1739811899.889533 args_parse: 3 = if-shell (type STRING)
1739811899.889536 args_parse: 4 = ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1739811899.889538 args_parse: 5 = send-keys C-l (type STRING)
1739811899.889540 args_parse: 6 = select-pane -R (type STRING)
1739811899.889550 cmd_parse_build_commands: bind-key -n C-l if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-l" "select-pane -R"
1739811899.889554 cmdq_get_command: [bind-key/0x142f1a520] group 3228
1739811899.889556 cmdq_append <client-13799>: [bind-key/0x142f1a520]
1739811899.889558 cmdq_append <client-13799>: [server_client_command_done/0x142f1b2d0]
1739811899.889563 cmdq_next <global>: waiting
1739811899.889565 cmdq_next </dev/ttys003>: waiting
1739811899.889567 cmdq_next <client-13799>: enter
1739811899.889569 cmdq_next <client-13799>: [bind-key/0x142f1a520] (0), flags 0
1739811899.889572 cmd_find_best_session: 0 sessions to try
1739811899.889574 cmd_find_current_client: no target, return 0x0
1739811899.889575 cmd_find_best_session: 0 sessions to try
1739811899.889577 cmd_find_best_session: 0 sessions to try
1739811899.889580 cmd_parse_build_commands 0:0: if-shell
1739811899.889582 cmd_parse_build_commands 0:1: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.889584 cmd_parse_build_commands 0:2: send-keys C-l
1739811899.889585 cmd_parse_build_commands 0:3: select-pane -R
1739811899.889589 args_parse_flags: next ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1739811899.889591 args_parse: flags end at 1 of 4
1739811899.889593 args_parse: 1 = ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$' (type STRING)
1739811899.889595 args_parse: 2 = send-keys C-l (type STRING)
1739811899.889597 args_parse: 3 = select-pane -R (type STRING)
1739811899.889603 cmd_parse_build_commands: if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-l" "select-pane -R"
1739811899.889610 key_bindings_add: 0x20000000006c C-l = if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\\\S+\\\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" "send-keys C-l" "select-pane -R"
1739811899.889612 cmd_find_best_session: 0 sessions to try
1739811899.889614 unref client 0x14380a800 (3 references)
